packet_index;timestamp;length;direction;num_cells;ack
885;1488999858.3248789;1514;-1;2;0
887;1488999858.3249409;1514;-1;2;0
888;1488999858.3249409;1514;-1;2;0
890;1488999858.3249421;1514;-1;2;0
891;1488999858.3372920;1514;-1;2;0
893;1488999858.3372920;1514;-1;2;0
894;1488999858.3402159;1035;-1;1;0
895;1488999858.3402290;609;1;1;0
896;1488999858.3520789;1514;-1;2;0
897;1488999858.3526261;1514;-1;2;0
898;1488999858.3526361;66;1;0;1
899;1488999858.3527081;1514;-1;2;0
900;1488999858.3527081;1514;-1;2;0
902;1488999858.3527091;1514;-1;2;0
903;1488999858.3530619;1514;-1;2;0
905;1488999858.3531129;1514;-1;2;0
906;1488999858.3531690;1514;-1;2;0
908;1488999858.3531690;1514;-1;2;0
909;1488999858.3531690;1514;-1;2;0
911;1488999858.3654180;1514;-1;2;0
912;1488999858.3654220;1514;-1;2;0
914;1488999858.3757961;1455;-1;2;0
915;1488999858.3758471;609;1;1;0
916;1488999858.3790269;1514;-1;2;0
917;1488999858.3797090;1514;-1;2;0
918;1488999858.3797190;66;1;0;1
919;1488999858.3797090;1514;-1;2;0
920;1488999858.3797090;1514;-1;2;0
922;1488999858.3797100;1514;-1;2;0
923;1488999858.3797100;1514;-1;2;0
925;1488999858.3896360;1514;-1;2;0
926;1488999858.3896439;1514;-1;2;0
928;1488999858.3896451;1514;-1;2;0
929;1488999858.4068570;1514;-1;2;0
931;1488999858.4068921;1514;-1;2;0
932;1488999858.4069519;1514;-1;2;0
934;1488999858.4069519;1514;-1;2;0
935;1488999858.4071779;1514;-1;2;0
937;1488999858.4072249;1514;-1;2;0
938;1488999858.4077809;1514;-1;2;0
940;1488999858.4078519;1514;-1;2;0
941;1488999858.4078519;1514;-1;2;0
943;1488999858.4078519;1514;-1;2;0
944;1488999858.4078851;1514;-1;2;0
946;1488999858.4078851;1514;-1;2;0
947;1488999858.4114890;1476;-1;2;0
948;1488999858.4115090;1152;1;2;0
949;1488999858.4142380;1514;-1;2;0
950;1488999858.4142411;1514;-1;2;0
951;1488999858.4142680;66;1;0;1
952;1488999858.4264300;1514;-1;2;0
953;1488999858.4338319;1514;-1;2;0
955;1488999858.4338319;1514;-1;2;0
956;1488999858.4338319;1514;-1;2;0
958;1488999858.4338329;1514;-1;2;0
959;1488999858.4338329;1514;-1;2;0
961;1488999858.4343030;1514;-1;2;0
962;1488999858.4343059;1514;-1;2;0
964;1488999858.4343679;1514;-1;2;0
965;1488999858.4379680;1514;-1;2;0
967;1488999858.4379759;1514;-1;2;0
968;1488999858.4379759;1514;-1;2;0
970;1488999858.4379759;1514;-1;2;0
971;1488999858.4381790;1514;1;2;0
972;1488999858.4469440;767;-1;1;0
973;1488999858.4469650;247;1;0;0
974;1488999858.4590189;1514;1;2;0
975;1488999858.4592950;1514;1;2;0
976;1488999858.4601979;1514;1;2;0
977;1488999858.4608719;1514;1;2;0
978;1488999858.4621971;1514;1;2;0
979;1488999858.4637489;1514;-1;2;0
980;1488999858.4637520;1514;-1;2;0
981;1488999858.4637780;66;1;0;1
982;1488999858.4643011;1514;-1;2;0
983;1488999858.4643011;1514;-1;2;0
985;1488999858.4643049;1514;-1;2;0
986;1488999858.4647050;1514;-1;2;0
988;1488999858.4647460;1514;-1;2;0
989;1488999858.4647470;1514;-1;2;0
991;1488999858.4647470;1514;-1;2;0
992;1488999858.4647470;1514;-1;2;0
994;1488999858.4647470;1514;-1;2;0
995;1488999858.4656310;1514;-1;2;0
997;1488999858.4656651;1514;-1;2;0
998;1488999858.4656651;1514;-1;2;0
1000;1488999858.4656651;1514;-1;2;0
1001;1488999858.4656661;1514;-1;2;0
1003;1488999858.4826570;1346;-1;2;0
1004;1488999858.4826860;913;1;1;0
1005;1488999858.4920800;1514;-1;2;0
1006;1488999858.4920931;1514;-1;2;0
1007;1488999858.4921291;66;1;0;1
1008;1488999858.4963181;1514;-1;2;0
1009;1488999858.4963520;1514;-1;2;0
1011;1488999858.4963529;1514;-1;2;0
1012;1488999858.4981861;1514;-1;2;0
1014;1488999858.4997370;1514;-1;2;0
1015;1488999858.5002069;1514;-1;2;0
1017;1488999858.5015490;1514;-1;2;0
1018;1488999858.5015941;1514;-1;2;0
1020;1488999858.5030329;1514;-1;2;0
1021;1488999858.5030611;1514;-1;2;0
1023;1488999858.5046310;1514;-1;2;0
1024;1488999858.5046711;1514;-1;2;0
1026;1488999858.5046721;1514;-1;2;0
1027;1488999858.5104680;1514;-1;2;0
1029;1488999858.5105040;1514;-1;2;0
1030;1488999858.5183549;955;-1;1;0
1031;1488999858.5183780;609;1;1;0
1032;1488999858.5242939;1514;-1;2;0
1033;1488999858.5242980;1514;-1;2;0
1034;1488999858.5243249;66;1;0;1
1035;1488999858.5260279;1514;-1;2;0
1036;1488999858.5260310;1514;-1;2;0
1038;1488999858.5262730;1514;-1;2;0
1039;1488999858.5290580;1514;-1;2;0
1041;1488999858.5290649;1514;-1;2;0
1042;1488999858.5290661;1514;-1;2;0
1044;1488999858.5310979;1514;-1;2;0
1045;1488999858.5311019;1514;-1;2;0
1047;1488999858.5325379;1514;-1;2;0
1048;1488999858.5352161;1514;-1;2;0
1050;1488999858.5352170;1514;-1;2;0
1051;1488999858.5352221;1514;-1;2;0
1053;1488999858.5444660;1514;-1;2;0
1054;1488999858.5445011;1514;-1;2;0
1056;1488999858.5520861;1514;-1;2;0
1057;1488999858.5521381;1514;-1;2;0
1059;1488999858.5521381;1514;-1;2;0
1060;1488999858.5526249;1514;-1;2;0
1062;1488999858.5526340;1514;-1;2;0
1063;1488999858.5526340;1514;-1;2;0
1065;1488999858.5536470;1514;-1;2;0
1066;1488999858.5541461;1514;-1;2;0
1068;1488999858.5541470;1514;-1;2;0
1069;1488999858.5541821;824;-1;1;0
1070;1488999858.5541999;1152;1;2;0
1071;1488999858.5567529;1514;-1;2;0
1072;1488999858.5567560;1514;-1;2;0
1073;1488999858.5567751;66;1;0;1
1074;1488999858.5609541;1514;-1;2;0
1075;1488999858.5609820;1514;-1;2;0
1077;1488999858.5609820;1514;-1;2;0
1078;1488999858.5634460;1514;-1;2;0
1080;1488999858.5634749;1514;-1;2;0
1081;1488999858.5634749;1514;-1;2;0
1083;1488999858.5801549;1514;-1;2;0
1084;1488999858.5801640;1514;-1;2;0
1086;1488999858.5801640;1514;-1;2;0
1087;1488999858.5834200;1514;-1;2;0
1089;1488999858.5834451;1514;-1;2;0
1090;1488999858.5834451;1514;-1;2;0
1092;1488999858.5843520;1514;-1;2;0
1093;1488999858.5843780;1514;-1;2;0
1095;1488999858.5843790;1514;-1;2;0
1096;1488999858.5857711;1514;-1;2;0
1098;1488999858.5857940;1514;-1;2;0
1099;1488999858.5858550;1514;-1;2;0
1101;1488999858.5858560;1514;-1;2;0
1102;1488999858.5859549;1514;1;2;0
1103;1488999858.5878539;1514;-1;2;0
1104;1488999858.5883210;1514;-1;2;0
1105;1488999858.5883310;66;1;0;1
1106;1488999858.5899251;1179;-1;2;0
1107;1488999858.5899410;247;1;0;0
1108;1488999858.5915251;1514;-1;2;0
1109;1488999858.5915740;1514;-1;2;0
1110;1488999858.5915821;66;1;0;1
1111;1488999858.5986891;1514;-1;2;0
1112;1488999858.5992789;1514;-1;2;0
1114;1488999858.5993149;1514;-1;2;0
1115;1488999858.6261950;1166;-1;2;0
1117;1488999858.6457880;1514;-1;2;0
1118;1488999858.6457920;1514;-1;2;0
1120;1488999858.6629131;1340;-1;2;0
1121;1488999858.6747220;1514;-1;2;0
1123;1488999858.6747260;1514;-1;2;0
1124;1488999858.6773579;1514;-1;2;0
1126;1488999858.6773880;1514;-1;2;0
1127;1488999858.6773880;1514;-1;2;0
1129;1488999858.6773889;1514;-1;2;0
1130;1488999858.6779201;1514;-1;2;0
1132;1488999858.6779201;1514;-1;2;0
1133;1488999858.6779201;1514;-1;2;0
1135;1488999858.6779211;1514;-1;2;0
1136;1488999858.6779251;1514;-1;2;0
1138;1488999858.6780031;1514;-1;2;0
1139;1488999858.6780460;609;1;1;0
1140;1488999858.6783171;1514;-1;2;0
1141;1488999858.6783950;1514;-1;2;0
1142;1488999858.6784029;66;1;0;1
1143;1488999858.6783950;1514;-1;2;0
1144;1488999858.6794119;1514;-1;2;0
1146;1488999858.6794801;1514;-1;2;0
1147;1488999858.6794801;1514;-1;2;0
1149;1488999858.6795380;1514;-1;2;0
1150;1488999858.6795390;1514;-1;2;0
1152;1488999858.6795390;1514;-1;2;0
1153;1488999858.6795390;1514;-1;2;0
1155;1488999858.6795390;1514;-1;2;0
1156;1488999858.6821260;1514;1;2;0
1157;1488999858.6839530;1514;-1;2;0
1158;1488999858.6840520;1514;-1;2;0
1159;1488999858.6840620;66;1;0;1
1160;1488999858.6840529;1514;-1;2;0
1161;1488999858.7048981;1514;-1;2;0
1163;1488999858.7049360;1514;-1;2;0
1164;1488999858.7049360;1514;-1;2;0
1166;1488999858.7084560;1514;-1;2;0
1167;1488999858.7084789;1514;-1;2;0
1169;1488999858.7090030;1514;-1;2;0
1170;1488999858.7090540;1514;-1;2;0
1172;1488999858.7090540;1514;-1;2;0
1173;1488999858.7099619;1514;-1;2;0
1175;1488999858.7100241;425;-1;0;0
1176;1488999858.7170751;66;-1;0;1
1177;1488999858.7170911;1333;1;2;0
1178;1488999858.7392640;1514;-1;2;0
1179;1488999858.7392991;1514;-1;2;0
1180;1488999858.7393110;66;1;0;1
1181;1488999858.7437501;1514;-1;2;0
1182;1488999858.7437980;1514;-1;2;0
1184;1488999858.7437980;1514;-1;2;0
1185;1488999858.7448900;1514;-1;2;0
1187;1488999858.7449629;1514;-1;2;0
1188;1488999858.7449639;1514;-1;2;0
1190;1488999858.7449980;1514;-1;2;0
1191;1488999858.7453389;1514;-1;2;0
1193;1488999858.7454121;1514;-1;2;0
1194;1488999858.7454121;1514;-1;2;0
1196;1488999858.7531259;369;-1;0;0
1197;1488999858.7679319;1514;-1;2;0
1199;1488999858.7679651;1514;-1;2;0
1200;1488999858.7690411;1514;-1;2;0
1202;1488999858.7690411;1514;-1;2;0
1203;1488999858.7691319;1514;-1;2;0
1205;1488999858.7691319;1514;-1;2;0
1206;1488999858.7691319;1514;-1;2;0
1208;1488999858.7691331;1514;-1;2;0
1209;1488999858.7692411;609;1;1;0
1210;1488999858.7699940;1514;-1;2;0
1211;1488999858.7700009;1514;-1;2;0
1212;1488999858.7700219;66;1;0;1
1213;1488999858.7700009;1514;-1;2;0
1214;1488999858.7721131;1514;-1;2;0
1216;1488999858.7721169;1514;-1;2;0
1217;1488999858.7724240;1514;-1;2;0
1219;1488999858.7985389;1514;-1;2;0
1220;1488999858.7985439;1514;-1;2;0
1222;1488999858.7990150;1514;-1;2;0
1223;1488999858.7990539;1514;-1;2;0
1225;1488999858.7991230;1514;-1;2;0
1226;1488999858.7995310;1514;-1;2;0
1228;1488999858.8001270;1514;-1;2;0
1229;1488999858.8001859;1514;-1;2;0
1231;1488999858.8001859;1514;-1;2;0
1232;1488999858.8001871;1514;-1;2;0
1234;1488999858.8002980;1514;-1;2;0
1235;1488999858.8002989;1514;-1;2;0
1237;1488999858.8036051;433;-1;0;0
1238;1488999858.8216791;1514;-1;2;0
1239;1488999858.8216980;1152;1;2;0
1240;1488999858.8216820;1514;-1;2;0
1241;1488999858.8284850;1514;-1;2;0
1242;1488999858.8285000;66;1;0;1
1243;1488999858.8285201;1514;-1;2;0
1244;1488999858.8285210;1514;-1;2;0
1246;1488999858.8285210;1514;-1;2;0
1247;1488999858.8285210;1514;-1;2;0
1249;1488999858.8285539;1514;-1;2;0
1250;1488999858.8288760;1514;-1;2;0
1252;1488999858.8289449;1514;-1;2;0
1253;1488999858.8289740;1514;-1;2;0
1255;1488999858.8514259;1514;-1;2;0
1256;1488999858.8514600;1514;-1;2;0
1258;1488999858.8515360;1514;-1;2;0
1259;1488999858.8569520;101;-1;0;0
1260;1488999858.8569710;609;1;1;0
1261;1488999858.8829260;1514;-1;2;0
1262;1488999858.8833649;1514;-1;2;0
1263;1488999858.8833749;66;1;0;1
1264;1488999858.8855290;1514;-1;2;0
1265;1488999858.8865731;1514;-1;2;0
1267;1488999858.8865831;1514;-1;2;0
1268;1488999858.8865831;1514;-1;2;0
1270;1488999858.8867099;1514;-1;2;0
1271;1488999858.8867099;1514;-1;2;0
1273;1488999858.8867099;1514;-1;2;0
1274;1488999858.8881209;1514;-1;2;0
1276;1488999858.8881669;1514;-1;2;0
1277;1488999858.8881681;1514;-1;2;0
1278;1488999858.8881681;1514;-1;2;0
1279;1488999858.8881681;1514;-1;2;0
1281;1488999858.8882401;1514;-1;2;0
1282;1488999858.8882401;1514;-1;2;0
1285;1488999858.8936310;1462;-1;2;0
1286;1488999858.8936529;609;1;1;0
1287;1488999858.9081941;1514;-1;2;0
1288;1488999858.9086859;1514;-1;2;0
1289;1488999858.9086950;66;1;0;1
1290;1488999858.9159420;1514;-1;2;0
1291;1488999858.9159460;1514;-1;2;0
1293;1488999858.9169030;1514;-1;2;0
1294;1488999858.9169061;1514;-1;2;0
1296;1488999858.9312060;717;-1;1;0
1297;1488999858.9312301;1152;1;2;0
1298;1488999858.9369941;1514;-1;2;0
1299;1488999858.9374750;1514;-1;2;0
1300;1488999858.9374840;66;1;0;1
1301;1488999858.9456639;1514;-1;2;0
1302;1488999858.9456890;1514;-1;2;0
1304;1488999858.9456899;1514;-1;2;0
1305;1488999858.9457500;1514;-1;2;0
1307;1488999858.9520700;1514;-1;2;0
1308;1488999858.9520741;1514;-1;2;0
1310;1488999858.9591401;1514;1;2;0
1311;1488999858.9619110;1514;1;2;0
1312;1488999858.9673650;1477;-1;2;0
1313;1488999858.9673860;971;1;1;0
1314;1488999858.9700210;1514;-1;2;0
1315;1488999858.9705560;1514;-1;2;0
1316;1488999858.9705679;66;1;0;1
1317;1488999858.9833450;1514;-1;2;0
1318;1488999858.9833720;1514;-1;2;0
1320;1488999858.9833720;1514;-1;2;0
1321;1488999858.9834199;1514;-1;2;0
1323;1488999858.9834211;1514;-1;2;0
1324;1488999858.9834630;1514;-1;2;0
1326;1488999858.9857979;1514;-1;2;0
1327;1488999858.9858119;1514;-1;2;0
1329;1488999858.9860301;1514;1;2;0
1330;1488999858.9995279;66;-1;0;1
1331;1488999859.0038619;1180;-1;2;0
1332;1488999859.0038781;218;1;0;0
1333;1488999859.0084431;1514;-1;2;0
1334;1488999859.0084651;1514;-1;2;0
1335;1488999859.0084729;66;1;0;1
1336;1488999859.0219941;1514;-1;2;0
1337;1488999859.0223980;1514;-1;2;0
1339;1488999859.0224831;1514;-1;2;0
1340;1488999859.0229831;1514;-1;2;0
1342;1488999859.0230110;1514;-1;2;0
1343;1488999859.0230119;1514;-1;2;0
1345;1488999859.0233979;1514;-1;2;0
1346;1488999859.0394101;87;-1;0;0
1348;1488999859.0436029;1514;-1;2;0
1349;1488999859.0441680;1514;-1;2;0
1351;1488999859.0605299;1514;-1;2;0
1352;1488999859.0605941;1514;-1;2;0
1354;1488999859.0606821;1514;-1;2;0
1355;1488999859.0614281;1514;-1;2;0
1357;1488999859.0615129;1514;-1;2;0
1358;1488999859.0615211;609;1;1;0
1359;1488999859.0615830;1514;-1;2;0
1360;1488999859.0615921;66;1;0;1
1361;1488999859.0621951;1514;-1;2;0
1362;1488999859.0621960;1514;-1;2;0
1364;1488999859.0621960;1514;-1;2;0
1365;1488999859.0746510;818;-1;1;0
1367;1488999859.0761781;1514;-1;2;0
1368;1488999859.0767100;1514;-1;2;0
1370;1488999859.0771210;1514;-1;2;0
1371;1488999859.0777111;1514;-1;2;0
1373;1488999859.0777450;1514;-1;2;0
1374;1488999859.0993690;1514;-1;2;0
1376;1488999859.0993690;1514;-1;2;0
1377;1488999859.0997350;1514;-1;2;0
1379;1488999859.0997419;1514;-1;2;0
1380;1488999859.0997429;1514;-1;2;0
1382;1488999859.1004000;1514;-1;2;0
1383;1488999859.1004069;1514;-1;2;0
1385;1488999859.1004069;1514;-1;2;0
1386;1488999859.1143961;1514;-1;2;0
1387;1488999859.1144171;609;1;1;0
1388;1488999859.1144581;1514;-1;2;0
1389;1488999859.1144619;1514;-1;2;0
1390;1488999859.1144750;66;1;0;1
1391;1488999859.1161320;861;-1;1;0
1392;1488999859.1276889;1514;-1;2;0
1394;1488999859.1276889;1514;-1;2;0
1395;1488999859.1280501;1514;-1;2;0
1397;1488999859.1280560;1514;-1;2;0
1398;1488999859.1280560;1514;-1;2;0
1400;1488999859.1285300;1514;-1;2;0
1401;1488999859.1291370;1514;-1;2;0
1403;1488999859.1291449;1514;-1;2;0
1404;1488999859.1291461;1514;-1;2;0
1406;1488999859.1291461;1514;-1;2;0
1407;1488999859.1291461;1514;-1;2;0
1409;1488999859.1293330;1514;-1;2;0
1410;1488999859.1293361;1514;-1;2;0
1412;1488999859.1424849;1514;-1;2;0
1413;1488999859.1566200;1514;-1;2;0
1414;1488999859.1566370;1152;1;2;0
1415;1488999859.1566579;1514;-1;2;0
1416;1488999859.1566579;1514;-1;2;0
1417;1488999859.1566830;66;1;0;1
1418;1488999859.1566579;1514;-1;2;0
1419;1488999859.1566589;1514;-1;2;0
1421;1488999859.1571240;1514;-1;2;0
1422;1488999859.1576991;1514;-1;2;0
1424;1488999859.1577020;1514;-1;2;0
1425;1488999859.1636829;1056;-1;1;0
1427;1488999859.1672671;1514;-1;2;0
1428;1488999859.1672699;1514;-1;2;0
1430;1488999859.1674690;1514;1;2;0
1431;1488999859.1734250;1514;-1;2;0
1432;1488999859.1738710;1514;-1;2;0
1433;1488999859.1738870;66;1;0;1
1434;1488999859.1738739;1514;-1;2;0
1435;1488999859.1850870;1514;-1;2;0
1437;1488999859.1851840;1514;-1;2;0
1438;1488999859.1851871;1514;-1;2;0
1440;1488999859.1861341;1514;-1;2;0
1441;1488999859.1861410;1514;-1;2;0
1443;1488999859.1861410;1514;-1;2;0
1444;1488999859.1866219;1514;-1;2;0
1446;1488999859.1866291;1514;-1;2;0
1447;1488999859.1866291;1514;-1;2;0
1449;1488999859.1979210;1514;-1;2;0
1450;1488999859.1979380;1333;1;2;0
1451;1488999859.1979239;1514;-1;2;0
1452;1488999859.1987009;1514;-1;2;0
1453;1488999859.1987131;66;1;0;1
1454;1488999859.1987250;1514;-1;2;0
1455;1488999859.1987250;1514;-1;2;0
1457;1488999859.1999600;1514;-1;2;0
1458;1488999859.2000270;1514;-1;2;0
1460;1488999859.2000790;1514;-1;2;0
1461;1488999859.2004290;1027;-1;1;0
1463;1488999859.2107861;1514;-1;2;0
1464;1488999859.2107899;1514;-1;2;0
1466;1488999859.2123971;1514;-1;2;0
1467;1488999859.2123981;1514;-1;2;0
1469;1488999859.2124040;1514;-1;2;0
1470;1488999859.2124040;1514;-1;2;0
1472;1488999859.2124050;1514;-1;2;0
1473;1488999859.2124050;1514;-1;2;0
1475;1488999859.2211809;1514;-1;2;0
1476;1488999859.2216451;1514;-1;2;0
1478;1488999859.2216680;1514;-1;2;0
1479;1488999859.2242739;1514;-1;2;0
1481;1488999859.2243321;1514;-1;2;0
1482;1488999859.2243321;1514;-1;2;0
1484;1488999859.2315061;1514;1;2;0
1485;1488999859.2358220;101;-1;0;0
1486;1488999859.2358389;247;1;0;0
1487;1488999859.2390671;1514;-1;2;0
1488;1488999859.2390809;1514;-1;2;0
1489;1488999859.2390871;66;1;0;1
1490;1488999859.2395520;1514;-1;2;0
1491;1488999859.2395899;1514;-1;2;0
1493;1488999859.2395899;1514;-1;2;0
1494;1488999859.2400510;1514;-1;2;0
1496;1488999859.2401199;1514;-1;2;0
1497;1488999859.2401199;1514;-1;2;0
1499;1488999859.2409079;1514;-1;2;0
1500;1488999859.2409470;1514;-1;2;0
1502;1488999859.2409480;1514;-1;2;0
1503;1488999859.2509770;1514;-1;2;0
1505;1488999859.2510059;1514;-1;2;0
1506;1488999859.2510059;1514;-1;2;0
1508;1488999859.2539580;1514;-1;2;0
1509;1488999859.2543869;1514;-1;2;0
1511;1488999859.2692571;1514;-1;2;0
1512;1488999859.2693591;1514;-1;2;0
1514;1488999859.2693591;1514;-1;2;0
1515;1488999859.2707651;1514;-1;2;0
1517;1488999859.2708211;1514;-1;2;0
1518;1488999859.2708530;1514;-1;2;0
1520;1488999859.2709501;1514;1;2;0
1521;1488999859.2722020;1027;-1;1;0
1522;1488999859.2722180;247;1;0;0
1523;1488999859.2825401;1514;-1;2;0
1524;1488999859.2831111;1514;-1;2;0
1525;1488999859.2831299;66;1;0;1
1526;1488999859.3090019;1340;-1;2;0
1527;1488999859.3432970;1514;-1;2;0
1529;1488999859.3437259;1514;-1;2;0
1530;1488999859.3462961;1514;-1;2;0
1532;1488999859.3463740;1514;-1;2;0
1533;1488999859.3463750;1514;-1;2;0
1535;1488999859.3468771;1514;-1;2;0
1536;1488999859.3469169;1514;-1;2;0
1538;1488999859.3469729;1514;-1;2;0
1539;1488999859.3490269;1514;-1;2;0
1541;1488999859.3490691;1514;-1;2;0
1542;1488999859.3490691;1514;-1;2;0
1544;1488999859.3495800;1514;-1;2;0
1545;1488999859.3495800;1514;-1;2;0
1547;1488999859.3496201;1514;-1;2;0
1548;1488999859.3496201;1514;-1;2;0
1550;1488999859.3499520;1514;-1;2;0
1551;1488999859.3504951;1514;-1;2;0
1553;1488999859.3506179;1514;-1;2;0
1554;1488999859.3506880;1514;-1;2;0
1556;1488999859.3506880;1514;-1;2;0
1557;1488999859.3506880;1514;-1;2;0
1559;1488999859.3508160;609;1;1;0
1560;1488999859.3510821;1514;-1;2;0
1561;1488999859.3520679;1514;-1;2;0
1562;1488999859.3520780;66;1;0;1
1563;1488999859.3524930;1514;-1;2;0
1564;1488999859.3525300;1514;-1;2;0
1566;1488999859.3731251;1514;-1;2;0
1567;1488999859.3731351;1514;-1;2;0
1569;1488999859.3731351;1514;-1;2;0
1570;1488999859.3749721;1514;-1;2;0
1572;1488999859.3749790;1514;-1;2;0
1573;1488999859.3749790;1514;-1;2;0
1575;1488999859.3777449;1514;-1;2;0
1576;1488999859.3777461;1514;-1;2;0
1578;1488999859.3777499;1514;-1;2;0
1579;1488999859.3782849;1514;-1;2;0
1581;1488999859.3782849;1514;-1;2;0
1582;1488999859.3782849;1062;-1;1;0
1584;1488999859.3817661;1514;-1;2;0
1585;1488999859.3822689;1514;-1;2;0
1587;1488999859.3903401;1514;-1;2;0
1588;1488999859.3903601;609;1;1;0
1589;1488999859.3903410;1514;-1;2;0
1590;1488999859.3903461;1514;-1;2;0
1591;1488999859.3903730;66;1;0;1
1592;1488999859.3903461;1514;-1;2;0
1593;1488999859.3907089;1514;-1;2;0
1595;1488999859.3907270;1514;-1;2;0
1596;1488999859.3907270;1514;-1;2;0
1598;1488999859.4132221;1514;-1;2;0
1599;1488999859.4133079;1514;-1;2;0
1601;1488999859.4136341;818;-1;1;0
1602;1488999859.4255569;1514;-1;2;0
1604;1488999859.4260359;1514;-1;2;0
1605;1488999859.4260740;1514;-1;2;0
1607;1488999859.4260750;1514;-1;2;0
1608;1488999859.4260750;1514;-1;2;0
1610;1488999859.4262631;609;1;1;0
1611;1488999859.4265480;1514;-1;2;0
1612;1488999859.4265571;1514;-1;2;0
1613;1488999859.4265680;66;1;0;1
1614;1488999859.4265571;1514;-1;2;0
1615;1488999859.4568369;1514;-1;2;0
1617;1488999859.4568491;1514;-1;2;0
1618;1488999859.4568491;1514;-1;2;0
1620;1488999859.4609399;1514;-1;2;0
1621;1488999859.4609480;1514;-1;2;0
1623;1488999859.4609480;1514;-1;2;0
1624;1488999859.4613440;1514;-1;2;0
1626;1488999859.4614279;1514;-1;2;0
1627;1488999859.4620540;1514;-1;2;0
1629;1488999859.4620581;1514;-1;2;0
1630;1488999859.4621420;1514;-1;2;0
1632;1488999859.4621451;1201;-1;2;0
1633;1488999859.4621921;1514;-1;2;0
1635;1488999859.4621921;1514;-1;2;0
1636;1488999859.4902890;1514;-1;2;0
1637;1488999859.4903131;1152;1;2;0
1638;1488999859.4907949;1514;-1;2;0
1639;1488999859.4907980;1514;-1;2;0
1640;1488999859.4908130;66;1;0;1
1641;1488999859.4974420;1166;-1;2;0
1642;1488999859.4979849;1514;-1;2;0
1644;1488999859.4979880;1514;-1;2;0
1645;1488999859.4984751;1514;-1;2;0
1647;1488999859.4985080;1514;-1;2;0
1648;1488999859.4985631;1514;-1;2;0
1650;1488999859.4991210;1514;-1;2;0
1651;1488999859.4991310;1514;-1;2;0
1653;1488999859.4991310;1514;-1;2;0
1654;1488999859.4991310;1514;-1;2;0
1656;1488999859.4992549;1514;-1;2;0
1657;1488999859.4992549;1514;-1;2;0
1659;1488999859.4992549;1514;-1;2;0
1660;1488999859.4992549;1514;-1;2;0
1662;1488999859.5069699;1514;1;2;0
1663;1488999859.5298359;1514;-1;2;0
1664;1488999859.5298531;247;1;0;0
1665;1488999859.5328050;101;-1;0;0
1666;1488999859.5655129;66;-1;0;1
1667;1488999859.5655291;609;1;1;0
1668;1488999859.5692160;1514;-1;2;0
1669;1488999859.5692430;1514;-1;2;0
1670;1488999859.5692501;66;1;0;1
1671;1488999859.5694201;1514;-1;2;0
1672;1488999859.5694621;1514;-1;2;0
1674;1488999859.5699151;1514;-1;2;0
1675;1488999859.5733490;1514;-1;2;0
1677;1488999859.5738671;1514;-1;2;0
1678;1488999859.5739031;1514;-1;2;0
1680;1488999859.6006250;992;-1;1;0
1681;1488999859.6007819;609;1;1;0
1682;1488999859.6021969;1514;-1;2;0
1683;1488999859.6022069;1514;-1;2;0
1684;1488999859.6022241;66;1;0;1
1685;1488999859.6022079;1514;-1;2;0
1686;1488999859.6022079;1514;-1;2;0
1688;1488999859.6027460;1514;-1;2;0
1689;1488999859.6027501;1514;-1;2;0
1691;1488999859.6032770;1514;-1;2;0
1692;1488999859.6032779;1514;-1;2;0
1694;1488999859.6313479;1514;-1;2;0
1695;1488999859.6313570;1514;-1;2;0
1697;1488999859.6313570;1514;-1;2;0
1698;1488999859.6330221;1514;-1;2;0
1700;1488999859.6330421;1514;-1;2;0
1701;1488999859.6335981;1514;-1;2;0
1703;1488999859.6336660;1514;-1;2;0
1704;1488999859.6336660;1514;-1;2;0
1706;1488999859.6389329;1375;-1;2;0
1707;1488999859.6550770;1514;-1;2;0
1709;1488999859.6551139;1514;-1;2;0
1710;1488999859.6578970;1514;-1;2;0
1712;1488999859.6579320;1514;-1;2;0
1713;1488999859.6579850;1514;-1;2;0
1715;1488999859.6581049;609;1;1;0
1716;1488999859.6583710;1514;-1;2;0
1717;1488999859.6584311;1514;-1;2;0
1718;1488999859.6584411;66;1;0;1
1719;1488999859.6584311;1514;-1;2;0
1720;1488999859.6822400;1514;-1;2;0
1722;1488999859.6822510;1514;-1;2;0
1723;1488999859.6822510;1514;-1;2;0
1725;1488999859.6858499;1514;-1;2;0
1726;1488999859.6858900;1514;-1;2;0
1728;1488999859.6858900;1514;-1;2;0
1729;1488999859.6869071;1514;-1;2;0
1731;1488999859.6869259;1514;-1;2;0
1732;1488999859.6930959;1514;-1;2;0
1734;1488999859.6931169;1514;-1;2;0
1735;1488999859.6931169;1514;-1;2;0
1737;1488999859.6945810;1201;-1;2;0
1738;1488999859.6946931;1514;1;2;0
1739;1488999859.7055621;1514;-1;2;0
1740;1488999859.7055819;247;1;0;0
1741;1488999859.7055659;1514;-1;2;0
1742;1488999859.7139089;1514;-1;2;0
1743;1488999859.7139320;66;1;0;1
1744;1488999859.7139170;1514;-1;2;0
1745;1488999859.7139170;1514;-1;2;0
1747;1488999859.7150559;1514;-1;2;0
1748;1488999859.7150631;1514;-1;2;0
1750;1488999859.7150631;1514;-1;2;0
1751;1488999859.7175040;1514;-1;2;0
1753;1488999859.7175410;1514;-1;2;0
1754;1488999859.7175410;1514;-1;2;0
1756;1488999859.7299621;818;-1;1;0
